Order_No,Time from Pickup to Arrival
Order_No_19248,1530.4272036125749
Order_No_2699,2712.047518676881
Order_No_21486,1765.654320582826
Order_No_19336,2187.365098435095
Order_No_20374,2206.8298926909706
Order_No_9830,1377.2317748017003
Order_No_17505,1329.7450591164595
Order_No_23802,2417.523544368327
Order_No_12736,1181.4511119804047
Order_No_6400,2189.8407025297565
Order_No_25920,776.7821703640356
Order_No_24873,1725.0772989967647
Order_No_4511,1150.8976784403735
Order_No_13686,2275.7162102953125
Order_No_19317,1556.0656992335867
Order_No_2680,1554.2295943030422
Order_No_7097,1202.4470607753592
Order_No_22701,1213.3297395409002
Order_No_4881,1546.0115227634067
Order_No_6340,1300.3894760526614
Order_No_27915,1039.7467015099596
Order_No_768,1144.0188271455559
Order_No_28256,1609.7483085976423
Order_No_16940,1856.8026070986382
Order_No_4860,1044.713305691165
Order_No_19055,1221.18682908153
Order_No_21272,1278.1131052735846
Order_No_2131,1462.1239591356973
Order_No_26647,744.4052511426833
Order_No_15717,1887.1423251954677
Order_No_7499,1361.463764034208
Order_No_19277,1306.2085481269091
Order_No_21254,3423.89167054946
Order_No_15403,1466.850272557171
Order_No_3402,2296.4903052006157
Order_No_20766,778.2755466079673
Order_No_14859,1389.3498703385833
Order_No_7290,1305.4977784109185
Order_No_15168,1532.7201803228916
Order_No_13427,1278.5919403575222
Order_No_20894,1643.5436531882317
Order_No_10827,1627.827115292773
Order_No_9447,1440.0980294936455
Order_No_15217,2361.224509576743
Order_No_2361,1390.4485092358077
Order_No_12210,972.6586356780906
Order_No_15207,2432.809349547515
Order_No_27745,2226.210015359257
Order_No_18450,1176.9932755277287
Order_No_21282,1329.295009043037
Order_No_2842,1037.3455424184444
Order_No_22280,1652.6964188858608
Order_No_15535,1861.7438913973147
Order_No_382,1059.5572044720257
Order_No_21070,1443.7971857933594
Order_No_2603,2635.4877332885753
Order_No_16558,1157.261889504302
Order_No_24712,1334.8034956138254
Order_No_26578,2095.484102961631
Order_No_21638,887.1331054939725
Order_No_22046,1014.3737690274868
Order_No_23183,1590.858915389915
Order_No_1786,2565.373510054345
Order_No_17033,1175.5638451629898
Order_No_6084,984.6216411502296
Order_No_5317,1476.9776009850782
Order_No_15332,1237.2988384960597
Order_No_1199,1408.1660753697736
Order_No_21864,2372.558299453626
Order_No_611,2442.3266848220196
Order_No_18430,2087.260111627719
Order_No_8474,2046.8665303969683
Order_No_6339,1035.9262718258444
Order_No_14947,833.0743844936541
Order_No_16077,1874.696032238187
Order_No_21778,729.9727933203266
Order_No_19143,1378.9597634129518
Order_No_25000,2561.600953508831
Order_No_340,1318.9577604547374
Order_No_8955,1768.6066859194011
Order_No_6197,2131.104350516078
Order_No_1974,3134.1575704327324
Order_No_22457,1998.8228015716404
Order_No_24241,2253.6779663789493
Order_No_23433,2834.3533300957542
Order_No_21373,1067.6703544041943
Order_No_15311,1053.6878813824524
Order_No_12748,1324.158546274616
Order_No_11668,1731.0527066425545
Order_No_9978,1634.3032849544857
Order_No_17127,420.09135957421336
Order_No_14906,2846.416043533587
Order_No_19354,903.318795339428
Order_No_15209,589.0608086722677
Order_No_12025,987.1852509008319
Order_No_26437,1191.0925524444967
Order_No_4137,1076.4524470924339
Order_No_12169,1207.139489762818
Order_No_104,1145.3374550661524
Order_No_2403,946.3648376885509
Order_No_8736,1110.892523823015
Order_No_15145,1023.9712627142676
Order_No_25380,1377.5870988643326
Order_No_7545,2337.8563865429574
Order_No_14573,2205.063428036079
Order_No_24305,1344.993856438609
Order_No_23769,1416.9806915875126
Order_No_23205,2159.7649553904803
Order_No_20815,985.7222660137138
Order_No_8308,1214.0660162493898
Order_No_20121,1563.0244069347
Order_No_20598,1863.1016708058978
Order_No_2574,1752.3317759949887
Order_No_1601,1206.0385785120038
Order_No_19084,1239.6472732115144
Order_No_23351,988.7693740714351
Order_No_17426,1861.0112373320376
Order_No_3798,1350.6771259676789
Order_No_20354,2477.320069226576
Order_No_24096,1469.0178639305568
Order_No_21215,1709.4901162909819
Order_No_16573,1236.149456891393
Order_No_6731,2660.141775047656
Order_No_3166,2541.2915856133995
Order_No_18679,1876.565863017486
Order_No_23900,2650.6434061349555
Order_No_18436,1454.3764154257713
Order_No_1450,1120.3103411789407
Order_No_9797,2221.68277685157
Order_No_21124,1638.9814841211755
Order_No_27808,1345.8361323842173
Order_No_15877,1054.8950458513596
Order_No_14360,1128.0163293518713
Order_No_6247,1286.446690879709
Order_No_1823,1836.898841116825
Order_No_8264,1725.0715998928883
Order_No_4106,1489.1242481158006
Order_No_2288,1472.5865162448185
Order_No_26162,1004.5250835153574
Order_No_16072,1840.7714909348715
Order_No_24205,670.3988188827188
Order_No_3870,1064.8029444990734
Order_No_7297,1768.6763358576238
Order_No_26757,1319.0557462587578
Order_No_27741,698.3717740502692
Order_No_15767,1284.9698537307759
Order_No_11781,1734.0191104996102
Order_No_8813,1109.015829092654
Order_No_19702,1641.0752050087362
Order_No_6457,1352.0157717364991
Order_No_6180,1429.524251847289
Order_No_9305,1611.2107826597703
Order_No_16992,1329.4100428370712
Order_No_5873,1531.393896209232
Order_No_14553,1048.8724369461404
Order_No_4007,2688.7640623500265
Order_No_13713,1509.1397972076002
Order_No_20690,900.5951109421217
Order_No_27131,1407.3773049163215
Order_No_17404,1593.8314443568577
Order_No_1121,1432.5556158311038
Order_No_10915,1728.8819750670566
Order_No_7190,1525.012704627318
Order_No_26054,806.1425387870667
Order_No_19459,1518.7230801698513
Order_No_11439,1783.9973123029781
Order_No_24422,1405.8043714408504
Order_No_10627,2831.3292092901047
Order_No_9507,1521.3321539057881
Order_No_9063,1868.7696714022443
Order_No_15612,873.4001706249853
Order_No_20974,1354.6468182332587
Order_No_7106,1425.4029956458626
Order_No_21900,1148.3680811026727
Order_No_20501,2138.971525534557
Order_No_10649,1671.556448627356
Order_No_14031,675.4790257766674
Order_No_26207,1398.2092221618173
Order_No_24879,1161.436478769359
Order_No_26211,1866.2205298742997
Order_No_15163,1817.188890561818
Order_No_8174,1433.5738078587044
Order_No_10670,1310.9466316579092
Order_No_1480,1338.3562126772658
Order_No_7556,1996.8392278646966
Order_No_21894,1874.7907572136914
Order_No_16903,1441.866937799964
Order_No_20181,1185.6405748397146
Order_No_7301,1173.3914972348157
Order_No_4814,1290.226602557784
Order_No_25817,1571.6108470574727
Order_No_5155,1198.8409109179017
Order_No_5658,1842.4342575207343
Order_No_7421,600.7049369729809
Order_No_18730,1987.5329779283074
Order_No_20915,944.6015101762115
Order_No_11317,791.5314953520807
Order_No_1571,1490.6480752745451
Order_No_13963,1215.5094628340591
Order_No_25600,2571.8060480346367
Order_No_653,2283.5270200463674
Order_No_21929,1836.0255373000355
Order_No_10722,1512.0619427018507
Order_No_23724,1972.7128506124768
Order_No_16625,1212.9519983542675
Order_No_10125,1326.051768754686
Order_No_20308,1550.3569180104653
Order_No_4518,1265.1194001064678
Order_No_3406,920.0735113323224
Order_No_605,1719.402141321938
Order_No_27507,1536.6622333058683
Order_No_9352,1863.1261814467666
Order_No_12374,1364.1111256100457
Order_No_21981,743.741394080043
Order_No_23293,734.7279313670605
Order_No_10595,1683.914875889423
Order_No_14569,590.1298778252814
Order_No_22459,1508.0080222649513
Order_No_18244,822.9638742449731
Order_No_22006,929.9692005509359
Order_No_16555,815.3951173206262
Order_No_15352,1179.474588380756
Order_No_6045,685.4856982847136
Order_No_5785,1082.8895420151166
Order_No_25261,1381.0150674035558
Order_No_16004,1522.5587784130782
Order_No_4666,1229.6433310736097
Order_No_6848,1291.5445043415682
Order_No_16999,1753.3284877315664
Order_No_4454,1501.8722982268077
Order_No_19867,1127.7781791335271
Order_No_8525,871.4552474618697
Order_No_14830,936.6280753192708
Order_No_5166,1287.310973320535
