Order_No,Time from Pickup to Arrival
Order_No_19248,1531.6496328007252
Order_No_2699,2712.209581644367
Order_No_21486,1765.6513822533109
Order_No_19336,2187.3703386440566
Order_No_20374,2205.77058101445
Order_No_9830,1377.231654929879
Order_No_17505,1328.3056621256237
Order_No_23802,2417.5237256277087
Order_No_12736,1181.2909208940398
Order_No_6400,2191.2778461415173
Order_No_25920,776.7849964698485
Order_No_24873,1724.917164032712
Order_No_4511,1150.901031190947
Order_No_13686,2274.2742678966238
Order_No_19317,1556.0601613511144
Order_No_2680,1552.7852542762687
Order_No_7097,1202.4418341393482
Order_No_22701,1213.3371726736366
Order_No_4881,1544.5740993186605
Order_No_6340,1300.389714863645
Order_No_27915,1040.802068218828
Order_No_768,1145.2309941889514
Order_No_28256,1608.6909400086688
Order_No_16940,1856.7959142713485
Order_No_4860,1045.0965462444638
Order_No_19055,1221.1770613186222
Order_No_21272,1279.5534742172379
Order_No_2131,1463.562564127772
Order_No_26647,744.4044772829222
Order_No_15717,1886.0819917653596
Order_No_7499,1361.4587283754465
Order_No_19277,1307.4218390226251
Order_No_21254,3424.94952794563
Order_No_15403,1468.29627638902
Order_No_3402,2296.2620916381693
Order_No_20766,779.3365025626078
Order_No_14859,1390.3988386500694
Order_No_7290,1305.334653480663
Order_No_15168,1532.4927514104172
Order_No_13427,1278.5938358013611
Order_No_20894,1643.3822026947284
Order_No_10827,1627.8234451672213
Order_No_9447,1441.5344278388022
Order_No_15217,2361.6032757412777
Order_No_2361,1390.6716875489733
Order_No_12210,972.6521119981473
Order_No_15207,2432.58502240483
Order_No_27745,2226.204188097201
Order_No_18450,1178.4304127396663
Order_No_21282,1329.2934235333842
Order_No_2842,1037.3390626802043
Order_No_22280,1654.1342633320228
Order_No_15535,1861.7389399718018
Order_No_382,1059.3957434522863
Order_No_21070,1445.0069934045378
Order_No_2603,2636.706293925139
Order_No_16558,1158.3169497356741
Order_No_24712,1334.803357455734
Order_No_26578,2095.485604204486
Order_No_21638,888.5773662881504
Order_No_22046,1015.4274966646767
Order_No_23183,1592.0819815234818
Order_No_1786,2566.428919594757
Order_No_17033,1175.7281347703636
Order_No_6084,984.241406444793
Order_No_5317,1476.9795000905146
Order_No_15332,1236.9166273242474
Order_No_1199,1408.1663337892296
Order_No_21864,2372.557227929613
Order_No_611,2442.32199586721
Order_No_18430,2087.4172208919063
Order_No_8474,2045.6475448918377
Order_No_6339,1035.7051640067943
Order_No_14947,833.0744263640627
Order_No_16077,1874.9247368738418
Order_No_21778,731.0288270494359
Order_No_19143,1378.801506452733
Order_No_25000,2562.816601217767
Order_No_340,1320.0089002567452
Order_No_8955,1768.602395411103
Order_No_6197,2131.2699734688827
Order_No_1974,3134.3855111173216
Order_No_22457,1997.375494961927
Order_No_24241,2252.4540185100204
Order_No_23433,2833.969085216052
Order_No_21373,1066.606848233712
Order_No_15311,1055.1363162802002
Order_No_12748,1322.7166081633143
Order_No_11668,1729.99024307799
Order_No_9978,1634.5331307191104
Order_No_17127,420.2524153933982
Order_No_14906,2847.85950487016
Order_No_19354,902.104384481266
Order_No_15209,590.5019090998617
Order_No_12025,987.3475791526195
Order_No_26437,1190.0386971409366
Order_No_4137,1076.2937552008311
Order_No_12169,1208.1994482043679
Order_No_104,1144.947742549804
Order_No_2403,945.1386502436943
Order_No_8736,1110.886885772206
Order_No_15145,1023.8082615762996
Order_No_25380,1379.0391186502177
Order_No_7545,2337.8625493272584
Order_No_14573,2203.621834327784
Order_No_24305,1344.6095400047116
Order_No_23769,1418.0346837257955
Order_No_23205,2159.762754239133
Order_No_20815,985.7191153583725
Order_No_8308,1214.0704568559859
Order_No_20121,1564.2457955697605
Order_No_20598,1862.7212318432219
Order_No_2574,1753.5538114019826
Order_No_1601,1206.0477230519416
Order_No_19084,1241.0876116658017
Order_No_23351,989.8283748248343
Order_No_17426,1861.0141236514346
Order_No_3798,1350.67652685839
Order_No_20354,2477.547034767811
Order_No_24096,1467.9602046621512
Order_No_21215,1709.3367797767146
Order_No_16573,1236.1498206101112
Order_No_6731,2661.197570747279
Order_No_3166,2541.2925044368753
Order_No_18679,1876.792751696185
Order_No_23900,2650.645351330728
Order_No_18436,1454.1512604992952
Order_No_1450,1120.3101937024894
Order_No_9797,2220.6148968283323
Order_No_21124,1640.1957163066702
Order_No_27808,1345.8295953390761
Order_No_15877,1054.7336209670464
Order_No_14360,1126.9615934586977
Order_No_6247,1287.6622275417976
Order_No_1823,1837.0624610782118
Order_No_8264,1725.0594019429655
Order_No_4106,1487.9072002630785
Order_No_2288,1473.804950186514
Order_No_26162,1004.523449860997
Order_No_16072,1841.8255988253784
Order_No_24205,670.3929277363047
Order_No_3870,1064.4165375205114
Order_No_7297,1768.6792158376682
Order_No_26757,1319.2868415097503
Order_No_27741,698.3719204127115
Order_No_15767,1286.1901521872653
Order_No_11781,1732.572148794014
Order_No_8813,1107.5674502252327
Order_No_19702,1641.0762668292027
Order_No_6457,1352.0182690696895
Order_No_6180,1429.9171216371276
Order_No_9305,1611.3701755765335
Order_No_16992,1329.2505434664777
Order_No_5873,1531.3870808097813
Order_No_14553,1047.8107464181285
Order_No_4007,2688.539011810428
Order_No_13713,1508.7553226408018
Order_No_20690,900.5893824201875
Order_No_27131,1407.7644863835746
Order_No_17404,1592.7695461749024
