Order_No,Time from Pickup to Arrival
Order_No_19248,1589.002767517467
Order_No_2699,2711.6266151017867
Order_No_21486,1733.1103422329584
Order_No_19336,2210.445154076654
Order_No_20374,2228.5759745143823
Order_No_9830,1378.0970964459352
Order_No_17505,1342.4929865476552
Order_No_23802,2413.097542925697
Order_No_12736,1181.4857853037324
Order_No_6400,2179.879286791338
Order_No_25920,723.6091127260024
Order_No_24873,1724.7935176556907
Order_No_4511,1165.175858140186
Order_No_13686,2285.7050574065115
Order_No_19317,1549.4687547850858
Order_No_2680,1550.9893144802545
Order_No_7097,1172.999687967298
Order_No_22701,1236.2959362530464
Order_No_4881,1578.1609447669405
Order_No_6340,1284.1761319453321
Order_No_27915,1036.8505257928941
Order_No_768,1128.3993561920317
Order_No_28256,1612.6021888977918
Order_No_16940,1782.5792581752119
Order_No_4860,1038.8286740483054
Order_No_19055,1202.2605690242553
Order_No_21272,1277.9175341322825
Order_No_2131,1493.0562091119018
Order_No_26647,729.4076940208818
Order_No_15717,1889.9690027123918
Order_No_7499,1332.5132808458764
Order_No_19277,1250.1992606785425
Order_No_21254,3456.2137221528224
Order_No_15403,1470.076065361196
Order_No_3402,2290.190981838826
Order_No_20766,780.4815891203926
Order_No_14859,1324.9868771129813
Order_No_7290,1307.7297706330965
Order_No_15168,1626.9342504836397
Order_No_13427,1280.2439068709812
Order_No_20894,1642.3033364118478
Order_No_10827,1618.6345669333768
Order_No_9447,1482.6840857223879
Order_No_15217,2286.6750281087507
Order_No_2361,1396.581484472964
Order_No_12210,1047.8005602218186
Order_No_15207,2369.350157716883
Order_No_27745,2212.7572352405673
Order_No_18450,1161.676790380021
Order_No_21282,1331.6780597916122
Order_No_2842,1033.0206878897502
Order_No_22280,1642.1099131067233
Order_No_15535,1786.306391236281
Order_No_382,1059.4219407588303
Order_No_21070,1475.2413265378214
Order_No_2603,2647.266443070929
Order_No_16558,1157.5694086647036
Order_No_24712,1334.1508162205141
Order_No_26578,2096.7181272962134
Order_No_21638,880.150534641992
Order_No_22046,996.865713633012
Order_No_23183,1615.0132094386013
Order_No_1786,2571.905274404078
Order_No_17033,1173.0184153512812
Order_No_6084,985.089085258058
Order_No_5317,1500.123299030016
Order_No_15332,1241.2629628513025
Order_No_1199,1396.45826306548
Order_No_21864,2373.1271668214754
Order_No_611,2436.0237893824
Order_No_18430,2063.7701398369286
Order_No_8474,2048.1275792
Order_No_6339,1051.3818699130413
Order_No_14947,847.137451126906
Order_No_16077,1876.8266516515175
Order_No_21778,722.1635297334662
Order_No_19143,1379.7487976348702
Order_No_25000,2573.808319716848
Order_No_340,1301.5408484725558
Order_No_8955,1755.8212740155998
Order_No_6197,2134.2815779619104
Order_No_1974,3146.0353634511102
Order_No_22457,1982.7249156941618
Order_No_24241,2215.4622384055615
Order_No_23433,2826.372901797684
Order_No_21373,1062.5067627672233
Order_No_15311,1058.1994938476057
Order_No_12748,1338.6185813008813
Order_No_11668,1727.3017355502373
Order_No_9978,1645.4415649560922
Order_No_17127,415.27788289827026
Order_No_14906,2857.2877016615384
Order_No_19354,911.2144075559299
Order_No_15209,576.3832139708367
Order_No_12025,983.2254657776859
Order_No_26437,1209.9984458006888
Order_No_4137,1094.7095811000818
Order_No_12169,1223.9081684838695
Order_No_104,1240.9502812490327
Order_No_2403,927.4164335362605
Order_No_8736,1078.4335026754634
Order_No_15145,1020.4093852682079
Order_No_25380,1410.1759613231725
Order_No_7545,2372.399146739925
Order_No_14573,2224.056905586949
Order_No_24305,1342.228265873042
Order_No_23769,1397.0913185862385
Order_No_23205,2121.9911875886196
Order_No_20815,982.047374148241
Order_No_8308,1215.630014292017
Order_No_20121,1570.4811210242165
Order_No_20598,1884.8548098083302
Order_No_2574,1755.9415172795009
Order_No_1601,1235.4647040674297
Order_No_19084,1154.9369490198842
Order_No_23351,991.1609969676994
Order_No_17426,1868.5597001792657
Order_No_3798,1351.243518512954
Order_No_20354,2500.016820623615
Order_No_24096,1486.930818432373
Order_No_21215,1728.16722110481
Order_No_16573,1232.5435895395408
Order_No_6731,2645.440748397697
Order_No_3166,2548.1768060252916
Order_No_18679,1890.7082349149443
Order_No_23900,2677.3766270757787
Order_No_18436,1423.5204997645683
Order_No_1450,1123.7152065277392
Order_No_9797,2134.878464164607
Order_No_21124,1632.776462258042
Order_No_27808,1333.9974852728546
Order_No_15877,1052.0545422370078
Order_No_14360,1100.3343741194683
Order_No_6247,1238.1985411636615
Order_No_1823,1846.3321787029345
Order_No_8264,1755.8838538035964
Order_No_4106,1508.8829712680713
Order_No_2288,1390.3944516026195
Order_No_26162,998.0578719042456
Order_No_16072,1832.996186167942
Order_No_24205,645.7405559491019
Order_No_3870,1061.2685649905843
Order_No_7297,1789.1308638017163
Order_No_26757,1336.9623537536688
Order_No_27741,646.7103269190208
Order_No_15767,1275.7764004706585
Order_No_11781,1738.7091201744975
Order_No_8813,1094.367973726697
Order_No_19702,1658.4538584273002
Order_No_6457,1348.3872870483087
Order_No_6180,1461.7700340363535
Order_No_9305,1577.1371238750774
Order_No_16992,1328.7190909608428
Order_No_5873,1519.865583477455
Order_No_14553,1042.2387459607162
Order_No_4007,2692.6420929947194
Order_No_13713,1458.1679114422789
Order_No_20690,880.2643831061953
Order_No_27131,1406.6003915298859
Order_No_17404,1593.766170663252
Order_No_1121,1418.180484712232
Order_No_10915,1704.5968506538297
Order_No_7190,1471.988718689414
Order_No_26054,800.8756212340161
Order_No_19459,1463.916215585688
Order_No_11439,1830.4844689598372
Order_No_24422,1410.2482367133073
Order_No_10627,2854.4530039296287
Order_No_9507,1536.8499773912008
Order_No_9063,1875.692399082122
Order_No_15612,829.9372676549785
Order_No_20974,1363.8941543637993
Order_No_7106,1439.71161204579
Order_No_21900,1133.052725239344
Order_No_20501,2120.765478650169
Order_No_10649,1656.321748512826
Order_No_14031,661.5137114714579
Order_No_26207,1398.6919762852856
Order_No_24879,1142.797523219786
Order_No_26211,1840.9609377605277
Order_No_15163,1863.9558680375335
Order_No_8174,1424.8315484960658
Order_No_10670,1291.7541282008865
Order_No_1480,1316.1828944024023
Order_No_7556,1996.4867698820956
Order_No_21894,1877.8817566606315
Order_No_16903,1385.0379460144572
Order_No_20181,1152.892036069115
Order_No_7301,1131.2337479244525
Order_No_4814,1275.2395691701474
Order_No_25817,1572.7982054845147
Order_No_5155,1179.5069299605693
Order_No_5658,1826.1008921886034
Order_No_7421,589.6537534172236
Order_No_18730,2030.5606708553526
Order_No_20915,955.7992725703125
Order_No_11317,788.789505468674
Order_No_1571,1494.4952761138757
Order_No_13963,1160.3451866814364
Order_No_25600,2574.9594199604776
Order_No_653,2291.392892522833
Order_No_21929,1857.2860562541398
Order_No_10722,1427.8729236179515
Order_No_23724,1957.771030741525
Order_No_16625,1254.5132378613698
Order_No_10125,1273.3552296454673
Order_No_20308,1523.3460095779506
Order_No_4518,1277.6432538163633
Order_No_3406,927.3182121686602
Order_No_605,1706.7120192397801
Order_No_27507,1508.5945552567707
Order_No_9352,1953.3045603580258
Order_No_12374,1324.9766543207934
Order_No_21981,718.0238928251366
Order_No_23293,730.3408930810605
Order_No_10595,1676.8674527379112
Order_No_14569,547.827910044528
Order_No_22459,1491.6653724461707
Order_No_18244,799.9435768638235
Order_No_22006,937.6011560795171
Order_No_16555,774.9327777862487
Order_No_15352,1193.3922633120267
Order_No_6045,675.2335681306662
Order_No_5785,1078.052191561238
Order_No_25261,1382.6539007634287
Order_No_16004,1542.5422143701146
Order_No_4666,1162.9095645133011
Order_No_6848,1288.3339813347916
Order_No_16999,1749.0197146652072
Order_No_4454,1465.0262548994838
Order_No_19867,1068.2462816842258
Order_No_8525,822.1327617606064
Order_No_14830,913.5372234216895
Order_No_5166,1301.3102259040502
Order_No_8600,2013.9517412180753
Order_No_1424,1133.6934268819255
Order_No_28124,1778.1209654154156
Order_No_202,1787.6592677668568
Order_No_21239,519.832130239987
Order_No_28220,2558.361449244295
Order_No_20883,1329.7990548556857
Order_No_25796,702.3807571604511
Order_No_17399,1160.167344739276
Order_No_6474,2234.2492034997204
Order_No_25744,1266.7326662470964
Order_No_28183,1582.6116805124739
Order_No_14439,1509.5460135809585
Order_No_9133,1509.595600525055
Order_No_113,799.1764133201116
Order_No_7040,1116.560991880956
Order_No_18205,1462.3033180543757
Order_No_26927,857.3230248666076
Order_No_13238,1440.7928439803031
Order_No_22130,2158.2475659551624
Order_No_21276,1075.5689447387772
Order_No_1805,980.0440689700538
Order_No_22296,1506.249450992209
Order_No_3341,1238.159295911556
Order_No_25656,937.6003354991445
Order_No_14258,1020.5513426885944
Order_No_16747,2552.841293727405
Order_No_17893,2336.0451999570896
Order_No_8127,1165.5786615217444
Order_No_22518,1342.522771880094
Order_No_23458,2643.06547499243
Order_No_6376,1520.4028498108617
Order_No_13274,1854.7464891024692
Order_No_15872,984.1706605793532
Order_No_26843,1220.4866319965606
Order_No_11606,1161.8640652042454
Order_No_17119,1395.1987859266646
Order_No_2920,2553.025131518136
Order_No_26188,1332.1840023614177
Order_No_6170,1669.0384363962537
Order_No_3297,1029.9190111085552
Order_No_14832,1318.632419170905
Order_No_3262,1786.4007105261924
Order_No_26825,2101.492389250375
Order_No_16348,1139.9185157031347
Order_No_19181,851.5023232291327
Order_No_9628,1577.3189743882378
Order_No_12321,590.8337553758591
Order_No_5373,1510.8748725196588
Order_No_11408,1099.8339807355328
Order_No_17595,1835.8904121033822
Order_No_6673,1012.5987225293358
Order_No_24820,1600.5258001562552
Order_No_27980,947.8945343135856
Order_No_22,2391.1525424031433
Order_No_12144,1477.2044084217127
Order_No_27423,1953.7879804201273
Order_No_27750,866.9867516668805
Order_No_9598,2466.8692715310453
Order_No_24154,1455.9644356521333
Order_No_8101,1710.5556045377484
Order_No_19215,1095.352873972907
Order_No_13735,1365.614468351393
Order_No_21382,1625.2664377019678
Order_No_14598,1453.7779611794522
Order_No_18882,2089.6951953494213
Order_No_22210,1336.5820722673466
Order_No_17315,1262.090451237494
Order_No_15936,940.2925886526862
Order_No_20424,1149.522221353433
Order_No_8544,1060.8972950128166
Order_No_1945,1122.8950461101672
Order_No_15723,1623.1333437182466
Order_No_14246,936.5160253836431
Order_No_17804,951.3614705377644
Order_No_6307,1460.8153941669516
Order_No_21140,1376.9324884108296
Order_No_27783,1243.0546787140224
Order_No_16698,1403.80002097023
Order_No_4055,2456.062401531046
Order_No_24360,2379.0904784086756
Order_No_23304,1793.9040264528135
Order_No_18831,826.730130522164
Order_No_8221,1390.319045171123
Order_No_17708,1044.1492680529177
Order_No_8804,1349.6776439494179
Order_No_1287,1442.1671729275015
Order_No_8582,1077.151453378826
Order_No_22982,1496.6723753835504
Order_No_5673,1275.657432522362
Order_No_265,1422.0379598242998
Order_No_10919,1041.3411865587148
Order_No_25941,1185.9215518772517
Order_No_10818,2203.779918780313
Order_No_7955,1347.1571271464145
