Order_No,Time from Pickup to Arrival
Order_No_19248,1530.6043910981293
Order_No_2699,2711.3555881630086
Order_No_21486,1765.7049260794745
Order_No_19336,2186.8984477000613
Order_No_20374,2206.4040593889486
Order_No_9830,1377.2299423781526
Order_No_17505,1328.7609156488977
Order_No_23802,2416.951700929156
Order_No_12736,1181.585882786705
Order_No_6400,2190.8225183157065
Order_No_25920,807.8260320949205
Order_No_24873,1725.229553767738
Order_No_4511,1150.786757304255
Order_No_13686,2274.8872030252774
Order_No_19317,1556.0790498664337
Order_No_2680,1553.3799479524641
Order_No_7097,1201.9844273060917
Order_No_22701,1213.8860524874717
Order_No_4881,1544.5817844551157
Order_No_6340,1300.5185278989052
Order_No_27915,1040.0598834953837
Order_No_768,1144.300673447908
Order_No_28256,1609.4517474760692
Order_No_16940,1888.958331627879
Order_No_4860,1045.2745095283924
Order_No_19055,1221.2941470916078
Order_No_21272,1278.9779203212936
Order_No_2131,1463.300140206779
Order_No_26647,776.0849625907002
Order_No_15717,1886.8418246028948
Order_No_7499,1361.0098273713186
Order_No_19277,1337.6131373634885
Order_No_21254,3456.328240413799
Order_No_15403,1467.7069138526022
Order_No_3402,2295.935066771106
Order_No_20766,810.1360033980188
Order_No_14859,1389.6172168553767
Order_No_7290,1305.6220641644898
Order_No_15168,1532.6512642215341
Order_No_13427,1278.606012812438
Order_No_20894,1675.2491888917164
Order_No_10827,1627.9363865443547
Order_No_9447,1441.180964367983
Order_No_15217,2362.3887629192313
Order_No_2361,1391.124426997271
Order_No_12210,973.292585636145
Order_No_15207,2464.1703943611105
Order_No_27745,2226.3122431988536
Order_No_18450,1177.9725767980244
Order_No_21282,1329.2847256542943
Order_No_2842,1037.3532078588278
Order_No_22280,1685.2428325638907
Order_No_15535,1862.3360816540755
Order_No_382,1059.6939283016857
Order_No_21070,1444.3003697737527
Order_No_2603,2635.6893510678105
Order_No_16558,1157.5655090964524
Order_No_24712,1334.8046679847225
Order_No_26578,2095.4968348013786
Order_No_21638,888.0024309553556
Order_No_22046,1014.1188975190469
Order_No_23183,1591.5969570823338
Order_No_1786,2565.673381752312
Order_No_17033,1175.4374232205314
Order_No_6084,984.063453236583
Order_No_5317,1477.5339474951888
Order_No_15332,1236.7335498496216
Order_No_1199,1408.2836559837904
Order_No_21864,2372.57652876859
Order_No_611,2442.4577617228456
Order_No_18430,2086.706728746547
Order_No_8474,2046.6873865041548
Order_No_6339,1035.1357978799706
Order_No_14947,833.6250078720603
Order_No_16077,1875.37981726731
Order_No_21778,730.2734488758755
Order_No_19143,1379.0799423876713
Order_No_25000,2561.8130363909686
Order_No_340,1319.376133370661
Order_No_8955,1768.7481552006857
Order_No_6197,2131.0141047704474
Order_No_1974,3103.2414119574923
Order_No_22457,1998.0822351682446
Order_No_24241,2253.5538196787143
Order_No_23433,2833.9584407630377
Order_No_21373,1067.3758220801642
Order_No_15311,1054.4546117558623
Order_No_12748,1323.2027378177972
Order_No_11668,1730.7734239652243
Order_No_9978,1634.8992349503378
Order_No_17127,451.5403683581642
Order_No_14906,2815.7080350492233
Order_No_19354,903.7250016716716
Order_No_15209,589.9567754489244
Order_No_12025,1018.6577319385
Order_No_26437,1191.371321131644
Order_No_4137,1077.1733490107792
Order_No_12169,1207.28253999957
Order_No_104,1145.4010923373044
Order_No_2403,946.314885613011
Order_No_8736,1110.4439845996937
Order_No_15145,1024.124612416901
Order_No_25380,1378.9128551846159
Order_No_7545,2338.318414438551
Order_No_14573,2204.778183484883
Order_No_24305,1344.435367175605
Order_No_23769,1417.3927928424275
Order_No_23205,2158.946597280456
Order_No_20815,985.726345760846
Order_No_8308,1214.0677732770005
Order_No_20121,1563.2032111763413
Order_No_20598,1830.804554300354
Order_No_2574,1752.5187651531812
Order_No_1601,1205.4732383612966
Order_No_19084,1241.1051390500998
Order_No_23351,989.0527703089263
Order_No_17426,1861.0302036168248
Order_No_3798,1350.6973051155278
Order_No_20354,2477.927927383397
Order_No_24096,1468.609728856459
Order_No_21215,1709.496539208977
Order_No_16573,1236.1508393474467
Order_No_6731,2659.9927051962886
Order_No_3166,2541.3206977917916
Order_No_18679,1877.1645973730715
Order_No_23900,2682.12028831293
Order_No_18436,1454.1225057968802
Order_No_1450,1120.313060201424
Order_No_9797,2221.391341339964
Order_No_21124,1639.2731963416422
Order_No_27808,1314.2097240073685
Order_No_15877,1055.0293339065013
Order_No_14360,1127.4709142164302
Order_No_6247,1286.2623285804277
Order_No_1823,1836.7825503076706
Order_No_8264,1725.3791093168966
Order_No_4106,1457.2010677816982
Order_No_2288,1473.3677856879076
Order_No_26162,1004.5310257517477
Order_No_16072,1841.1829525700782
Order_No_24205,670.5137831820682
Order_No_3870,1064.2564768407037
Order_No_7297,1768.570883176965
Order_No_26757,1320.3240449044056
Order_No_27741,699.0713380725904
Order_No_15767,1285.1645818777306
Order_No_11781,1733.1722104030125
Order_No_8813,1107.589887905288
Order_No_19702,1640.961045695075
Order_No_6457,1352.0298602090593
Order_No_6180,1429.5363456838566
Order_No_9305,1611.1496173412509
Order_No_16992,1329.5586216544868
Order_No_5873,1531.4976091242477
Order_No_14553,1048.5678380420304
Order_No_4007,2688.0987074253444
Order_No_13713,1508.0639502191411
Order_No_20690,900.7120433518137
Order_No_27131,1407.9420232694456
Order_No_17404,1593.5462702473217
Order_No_1121,1431.9982631287764
Order_No_10915,1728.4373758883144
Order_No_7190,1525.224315377119
Order_No_26054,805.5925967762787
Order_No_19459,1518.969300204168
Order_No_11439,1785.098080010116
Order_No_24422,1405.2696411887944
Order_No_10627,2799.89122638827
Order_No_9507,1521.2324425283264
Order_No_9063,1869.2401427796049
Order_No_15612,874.4027076256482
Order_No_20974,1353.694527965755
Order_No_7106,1425.0162535858176
Order_No_21900,1180.069185148844
Order_No_20501,2138.556940360947
Order_No_10649,1671.37451343241
Order_No_14031,675.3861836305947
Order_No_26207,1398.2281639234398
Order_No_24879,1162.1367774403366
Order_No_26211,1867.053486030681
Order_No_15163,1817.371575824537
Order_No_8174,1434.1675375017942
Order_No_10670,1311.0906059649794
