Order_No,Time from Pickup to Arrival
Order_No_19248,1530.5992704029313
Order_No_2699,2711.343430753058
Order_No_21486,1765.700589366679
Order_No_19336,2186.8912495299533
Order_No_20374,2206.399367810691
Order_No_9830,1377.227309873435
Order_No_17505,1328.7444182303543
Order_No_23802,2416.944760244721
Order_No_12736,1181.5827109713384
Order_No_6400,2190.8171857978173
Order_No_25920,776.2737935309474
Order_No_24873,1725.2260277893397
Order_No_4511,1150.7799843251923
Order_No_13686,2274.884213035344
Order_No_19317,1556.0722553669457
Order_No_2680,1553.3703494721904
Order_No_7097,1201.9792428990775
Order_No_22701,1213.8794063224382
Order_No_4881,1544.5725616442412
Order_No_6340,1300.5129474457258
Order_No_27915,1040.0550712296465
Order_No_768,1144.2934730265279
Order_No_28256,1609.4483949275138
Order_No_16940,1857.4081911218402
Order_No_4860,1045.2684325193231
Order_No_19055,1221.288283876057
Order_No_21272,1278.9747745046063
Order_No_2131,1463.2926535594534
Order_No_26647,744.535970899707
Order_No_15717,1886.8372248198207
Order_No_7499,1361.0057420507626
Order_No_19277,1306.0625215647517
Order_No_21254,3424.7731620228933
Order_No_15403,1467.7004689481848
Order_No_3402,2295.9280607618016
Order_No_20766,778.5864141735067
Order_No_14859,1389.6176335130845
Order_No_7290,1305.6191625481983
Order_No_15168,1532.645449362545
Order_No_13427,1278.6029337103828
Order_No_20894,1643.699317116653
Order_No_10827,1627.9319761001032
Order_No_9447,1441.1730004235942
Order_No_15217,2362.38537662066
Order_No_2361,1391.1219330387014
Order_No_12210,973.2870209048269
Order_No_15207,2432.6104628575904
Order_No_27745,2226.303222180981
Order_No_18450,1177.969795324837
Order_No_21282,1329.2799392590332
Order_No_2842,1037.3497259291448
Order_No_22280,1653.6942818320972
Order_No_15535,1862.330571976144
Order_No_382,1059.6920260812458
Order_No_21070,1444.2921571067395
Order_No_2603,2635.6845434555016
Order_No_16558,1157.560827389772
Order_No_24712,1334.79915986563
Order_No_26578,2095.4897787594
Order_No_21638,887.9981875550588
Order_No_22046,1014.1153641585191
Order_No_23183,1591.5892844183336
Order_No_1786,2565.665121651314
Order_No_17033,1175.430289105473
Order_No_6084,984.0575415479819
Order_No_5317,1477.5278791873168
Order_No_15332,1236.7276650489182
Order_No_1199,1408.279854231895
Order_No_21864,2372.569539032378
Order_No_611,2442.454252053004
Order_No_18430,2086.7036597075003
Order_No_8474,2046.6821946218965
Order_No_6339,1035.1280516690895
Order_No_14947,833.61830710746
Order_No_16077,1875.375556813342
Order_No_21778,730.2652124041734
Order_No_19143,1379.075245863315
Order_No_25000,2561.8106014456525
Order_No_340,1319.370353126536
Order_No_8955,1768.7454808483812
Order_No_6197,2131.0095592837843
Order_No_1974,3134.8804566941526
Order_No_22457,1998.0740934474632
Order_No_24241,2253.5454255342497
Order_No_23433,2833.953522517608
Order_No_21373,1067.3699934273193
Order_No_15311,1054.4473539940282
Order_No_12748,1323.1966439656455
Order_No_11668,1730.7670393824803
Order_No_9978,1634.8941873332683
Order_No_17127,419.9886922562016
Order_No_14906,2847.340500805264
Order_No_19354,903.7197624432422
Order_No_15209,589.9543160567698
Order_No_12025,987.1043799854586
Order_No_26437,1191.359085782256
Order_No_4137,1077.162760937109
Order_No_12169,1207.3639753151597
Order_No_104,1145.4027070873865
Order_No_2403,946.313423691189
Order_No_8736,1110.4393865292752
Order_No_15145,1024.123556074727
Order_No_25380,1378.9057450398602
Order_No_7545,2338.3074539788863
Order_No_14573,2204.7604636250626
Order_No_24305,1344.4260072816246
Order_No_23769,1417.3804408273188
Order_No_23205,2158.94245155544
Order_No_20815,985.7206100046119
Order_No_8308,1214.057266734652
Order_No_20121,1563.1987085616954
Order_No_20598,1862.437758106845
Order_No_2574,1752.512457562429
Order_No_1601,1205.4666641630051
Order_No_19084,1241.0962464623885
Order_No_23351,989.0455089887652
Order_No_17426,1861.0282090864725
Order_No_3798,1350.683891428082
Order_No_20354,2477.9268728053826
Order_No_24096,1468.6059729329068
Order_No_21215,1709.4853120961454
Order_No_16573,1236.145763324032
Order_No_6731,2659.985314796786
Order_No_3166,2541.313701391535
Order_No_18679,1877.1625990296786
Order_No_23900,2650.5714198644732
Order_No_18436,1454.1201578071962
Order_No_1450,1120.3107450395141
Order_No_9797,2221.387503321898
Order_No_21124,1639.2690023507503
Order_No_27808,1345.8427850527455
Order_No_15877,1055.0246130054736
Order_No_14360,1127.4694482054558
Order_No_6247,1286.258016081772
Order_No_1823,1836.7790968798329
Order_No_8264,1725.3703381386995
Order_No_4106,1488.838460752896
Order_No_2288,1473.3595138178632
Order_No_26162,1004.5251317001238
Order_No_16072,1841.1765932171438
Order_No_24205,670.5074805101411
Order_No_3870,1064.247856082054
Order_No_7297,1768.5640239371373
Order_No_26757,1320.32083812665
Order_No_27741,699.0671728902681
Order_No_15767,1285.1550863477146
Order_No_11781,1733.167840815894
Order_No_8813,1107.5856537612985
Order_No_19702,1640.9529902663098
Order_No_6457,1352.021346831818
Order_No_6180,1429.532262375176
Order_No_9305,1611.141932670509
Order_No_16992,1329.5556781853693
Order_No_5873,1531.4917925426741
Order_No_14553,1048.559656853326
Order_No_4007,2688.0878111139564
Order_No_13713,1508.054033126823
Order_No_20690,900.7065501542841
Order_No_27131,1407.9355533538833
Order_No_17404,1593.5404622849742
Order_No_1121,1431.9900354621318
Order_No_10915,1728.4335128445614
Order_No_7190,1525.221445455983
Order_No_26054,805.5856776072941
Order_No_19459,1518.9694887970638
Order_No_11439,1785.0914065733666
Order_No_24422,1405.2660378199953
Order_No_10627,2831.5212013813616
Order_No_9507,1521.2265132658042
Order_No_9063,1869.2325673882413
Order_No_15612,874.4032475185709
Order_No_20974,1353.6864219232216
Order_No_7106,1425.0126336719982
Order_No_21900,1148.5113678315638
Order_No_20501,2138.5486783491388
Order_No_10649,1671.369562711931
Order_No_14031,675.3803234122856
Order_No_26207,1398.2259315235324
Order_No_24879,1162.1262137889298
Order_No_26211,1867.0486591467911
Order_No_15163,1817.367269142862
Order_No_8174,1434.1638757777278
Order_No_10670,1311.0865575548305
Order_No_1480,1338.4949039054504
Order_No_7556,1996.8497260572824
Order_No_21894,1874.6953615178224
Order_No_16903,1442.2659131842702
Order_No_20181,1184.5390455879756
Order_No_7301,1173.459731491555
Order_No_4814,1291.045071365827
Order_No_25817,1571.6070804063802
Order_No_5155,1197.9625445568408
Order_No_5658,1842.4235707261203
Order_No_7421,600.7162997783756
Order_No_18730,1987.870964760079
Order_No_20915,944.3715129192005
Order_No_11317,791.6485021779467
Order_No_1571,1489.791203646145
Order_No_13963,1215.8915901602682
Order_No_25600,2571.263430346066
Order_No_653,2284.1286557243134
Order_No_21929,1836.2324363375676
Order_No_10722,1512.6648254224037
Order_No_23724,1973.1330741396075
Order_No_16625,1213.1501483767547
Order_No_10125,1325.6888575735286
Order_No_20308,1549.3464457484113
Order_No_4518,1265.0107046026296
Order_No_3406,919.6606298681486
Order_No_605,1719.6989405461363
Order_No_27507,1535.6321813199227
Order_No_9352,1863.4440896838987
Order_No_12374,1365.1190889176144
Order_No_21981,744.5751112252995
Order_No_23293,733.8598793475671
Order_No_10595,1684.05075605589
Order_No_14569,589.041944296836
Order_No_22459,1507.2669449404148
Order_No_18244,822.4096524876321
Order_No_22006,929.7103129737487
Order_No_16555,814.762622171878
Order_No_15352,1179.3724623015646
Order_No_6045,685.8068975575163
Order_No_5785,1082.5973273713244
Order_No_25261,1380.1651987558375
Order_No_16004,1521.7817604926545
Order_No_4666,1229.0693454511115
Order_No_6848,1291.3819060075898
Order_No_16999,1753.1662989300005
Order_No_4454,1502.2648350297595
Order_No_19867,1129.2011007164676
Order_No_8525,870.5244939305695
Order_No_14830,937.3158338536341
Order_No_5166,1287.320721037872
Order_No_8600,2020.8564047957952
Order_No_1424,1132.9526599864612
Order_No_28124,1766.9086907893734
Order_No_202,1784.3619502472704
Order_No_21239,489.07631672561297
Order_No_28220,2569.5328939800656
Order_No_20883,1327.1948911770266
Order_No_25796,694.0362519616122
Order_No_17399,1166.1629163777948
Order_No_6474,2218.168147626631
Order_No_25744,1251.2442799785306
Order_No_28183,1562.7116183608337
Order_No_14439,1495.2057519142556
Order_No_9133,1506.5325869081548
Order_No_113,809.1465165938225
Order_No_7040,1138.078382622001
Order_No_18205,1462.0903596997562
Order_No_26927,851.3563607836213
Order_No_13238,1453.281165002407
Order_No_22130,2154.6839621873073
Order_No_21276,1172.8339737164729
Order_No_1805,1051.7861876328163
Order_No_22296,1543.9736768163525
Order_No_3341,1226.6379230272883
Order_No_25656,852.3961631121554
Order_No_14258,1027.5031831290985
Order_No_16747,2545.701640364058
Order_No_17893,2314.18467983362
Order_No_8127,1177.5214549695897
Order_No_22518,1324.9179076690048
Order_No_23458,2636.3800875734714
Order_No_6376,1537.077013420423
Order_No_13274,1854.2099448552888
Order_No_15872,973.1239293455585
Order_No_26843,1222.5664241923755
Order_No_11606,1166.1809292570074
Order_No_17119,1385.0438511300317
Order_No_2920,2588.199272409199
Order_No_26188,1340.7352081181639
Order_No_6170,1671.1494756561383
Order_No_3297,1035.846142394369
Order_No_14832,1315.0400653906431
Order_No_3262,1788.3042459029728
Order_No_26825,2089.2482541459112
Order_No_16348,1117.57465110491
Order_No_19181,853.0324145096109
Order_No_9628,1577.3683766747624
Order_No_12321,528.4090809990141
Order_No_5373,1509.3491905698338
Order_No_11408,1016.5599281615815
Order_No_17595,1844.219554161874
Order_No_6673,1027.4164319193928
Order_No_24820,1678.5586736112418
Order_No_27980,981.5810158530023
Order_No_22,2381.5442659794544
Order_No_12144,1512.236999155098
Order_No_27423,1949.8252501084662
Order_No_27750,882.495289880572
Order_No_9598,2505.3791295153405
Order_No_24154,1455.0522149974367
Order_No_8101,1711.7020415528305
Order_No_19215,1114.2395715166936
Order_No_13735,1363.2994044842542
Order_No_21382,1638.3164679124989
Order_No_14598,1456.7802580612088
Order_No_18882,2102.2118316802457
Order_No_22210,1338.9683090092178
Order_No_17315,1317.4591209421858
Order_No_15936,963.3017454469511
Order_No_20424,1164.3722331468107
Order_No_8544,1046.725048182912
Order_No_1945,1140.5791862286735
Order_No_15723,1606.923838908394
Order_No_14246,990.7430754621479
Order_No_17804,1009.1104338904419
Order_No_6307,1509.9983623993971
Order_No_21140,1374.9266083158782
Order_No_27783,1239.9663190668336
Order_No_16698,1420.8661424613013
Order_No_4055,2487.3264208353344
Order_No_24360,2353.7035511313634
Order_No_23304,1803.385309706707
Order_No_18831,831.9397983599347
Order_No_8221,1365.8348017574458
Order_No_17708,1042.5942654201694
Order_No_8804,1348.3782876780137
Order_No_1287,1439.2886129508872
Order_No_8582,1161.771602879696
Order_No_22982,1482.2778622163437
Order_No_5673,1282.4535009995698
Order_No_265,1500.4112609097515
Order_No_10919,1042.0082777044609
Order_No_25941,1192.8300612095052
Order_No_10818,2196.0342185629825
Order_No_7955,1348.9671222679299
Order_No_21808,1110.777680966963
Order_No_15316,1179.3447753007777
Order_No_4569,1443.8273277567946
Order_No_26467,2051.280105651212
Order_No_18042,1352.7032053309995
Order_No_1690,947.8053535406327
Order_No_23240,1648.1756613169414
Order_No_6518,1939.5299006411994
Order_No_15554,1273.1807985268947
Order_No_10496,1361.3301453254924
Order_No_14374,1737.2884781377315
Order_No_26952,1579.5141591376812
Order_No_4877,1242.490183167406
Order_No_13214,1494.2149945452525
Order_No_23220,1225.2798378996656
Order_No_8668,1598.4198947725858
Order_No_17800,1504.3570341817772
Order_No_19852,1362.756463086394
Order_No_27728,1321.0180055641497
Order_No_4520,1597.9614114360954
Order_No_22070,1708.8623842915722
Order_No_8558,1321.6542517130817
Order_No_14907,1333.705692162521
Order_No_18319,1278.294148347854
Order_No_16097,1994.459236859661
Order_No_2417,1307.62204171318
Order_No_11575,1246.4300249421099
Order_No_15,1319.5519878320742
Order_No_4679,1053.6991353460205
Order_No_26060,1356.613268436574
Order_No_15503,906.7925454018169
Order_No_7661,1502.9396031473284
Order_No_1830,1665.5741261114767
Order_No_21557,1244.8131685020921
Order_No_13473,994.8312498188164
Order_No_13008,5078.73434399195
Order_No_18509,1672.6240401654711
Order_No_3829,733.5840523089868
Order_No_6065,1370.2784791967479
Order_No_14799,2791.477643958669
Order_No_1776,1005.8424901326395
Order_No_12463,1326.6061010751373
Order_No_6604,2372.3919254582356
Order_No_1799,2034.6096647765626
Order_No_10157,1796.1179691608231
Order_No_9766,845.6311816964962
Order_No_5814,1294.7466150791834
Order_No_14030,1993.9006356582415
Order_No_13176,720.1240850506506
Order_No_4656,1121.8215279902563
Order_No_5529,1946.2629339517086
Order_No_7690,699.7234597123718
Order_No_19956,1968.2796088924265
Order_No_22252,821.6415742715346
Order_No_10533,1506.787532535473
Order_No_8881,3285.2004264244224
Order_No_10182,1320.4150315062093
Order_No_13944,1291.0099381070304
Order_No_6048,1553.8398562357686
Order_No_12388,870.7502979278117
Order_No_25071,1305.3200053960295
Order_No_13153,1219.9193645861415
Order_No_25366,1562.4861680935846
Order_No_7696,1536.638610389558
Order_No_2007,2693.200730908208
Order_No_19309,1239.793879544624
Order_No_19227,1062.0697661581669
Order_No_21284,2433.6124310020623
Order_No_23202,1118.8316752409683
Order_No_8939,1958.0166181825364
Order_No_19778,901.3380744755922
Order_No_23557,1037.5152873309867
Order_No_4701,1010.1444800938752
Order_No_7447,942.6885285318319
Order_No_27215,1151.2467168125065
Order_No_26093,2110.774638645118
Order_No_20488,2092.2434823296826
Order_No_9560,1201.5589301741088
Order_No_26678,2398.4641329824835
Order_No_20208,2298.9170881568034
Order_No_21879,1695.5668206365358
Order_No_9237,2017.8847615399054
Order_No_13651,1060.2348235430418
Order_No_5812,2013.436087405159
Order_No_10902,1779.968009722103
Order_No_6327,1802.8690954474232
Order_No_1435,1143.798602174338
Order_No_21248,2493.0724572713298
Order_No_24214,1322.2359842168187
Order_No_22384,1659.3400021124658
Order_No_17635,3067.4622967520954
Order_No_8977,755.4570614028161
Order_No_8944,1255.904951433667
Order_No_21206,1986.5229268606006
Order_No_24952,1938.0433650752434
Order_No_24037,1135.5963954179517
Order_No_5344,1383.3487797842356
Order_No_5735,662.5344903031113
Order_No_9938,958.7216662870467
Order_No_9572,2400.1620886241544
Order_No_17057,1702.6244198957925
Order_No_2630,2618.739742983961
Order_No_328,1961.384451227319
Order_No_26349,1192.2960927621689
Order_No_119,2270.39341367651
Order_No_25779,1438.1283307212318
Order_No_16033,1407.757115104143
Order_No_16640,1644.8351786437947
Order_No_2440,1352.4321771268428
Order_No_1930,1133.2154594446497
Order_No_26105,1110.9217227654422
Order_No_20741,1860.939065627297
Order_No_20896,1786.5174222679595
Order_No_11100,1080.551013259822
Order_No_28180,2143.6216969963966
Order_No_16083,1265.522708693765
Order_No_8184,1112.6535640472782
Order_No_14011,1362.251646661116
Order_No_22660,1185.4810636029574
Order_No_2501,1298.7987961588426
Order_No_23934,1971.400189788368
Order_No_13179,1136.6302324007727
Order_No_25191,1079.1558397807541
Order_No_16381,1351.4848483351566
Order_No_15052,1179.4492527552184
Order_No_10144,1811.1221899785298
Order_No_4309,996.0209400846506
Order_No_3631,1292.3617944529599
Order_No_3102,837.9971371492794
Order_No_14330,1393.4575780399632
Order_No_8375,1133.6120186311014
Order_No_3804,1595.5994793209131
Order_No_13817,1003.171896927667
Order_No_73,878.5211239439808
Order_No_13329,725.6923287519533
Order_No_27514,2575.089885425502
Order_No_15161,2853.5425837304156
Order_No_10310,1944.3937170245977
Order_No_10814,1045.4484448553083
Order_No_21397,1334.211696392667
Order_No_1033,818.5384653104759
Order_No_14857,1390.5395952002045
Order_No_5784,2278.421066160549
Order_No_7041,1740.8152056273734
Order_No_976,987.1056197837031
Order_No_1323,1914.090779530732
Order_No_24269,1150.4369640289688
Order_No_8145,776.9172134634242
Order_No_18898,1185.3494961027336
Order_No_2353,1704.2417619907646
Order_No_20438,1414.1279350189368
Order_No_21318,609.8929186296971
Order_No_432,3441.131099029747
Order_No_28265,1761.1241410324724
Order_No_17853,1140.4383614588055
Order_No_3888,1813.205375937182
Order_No_19004,1168.8563035814009
Order_No_3751,1764.6442183794632
Order_No_24072,1530.3583267847582
Order_No_6192,2038.0868317866873
Order_No_23991,1552.0584791293054
Order_No_9669,1643.8988182101778
Order_No_9159,1486.0375028710653
Order_No_3469,589.6048050194605
Order_No_8175,1251.9252827523947
Order_No_19400,2164.56227272549
Order_No_19301,1290.3441843510686
Order_No_7079,2013.9076226717134
Order_No_6179,1464.3570136295245
Order_No_7898,1569.3271237754466
Order_No_8398,1459.3626565021991
Order_No_26262,1569.0275144078198
Order_No_11181,1749.419575559159
Order_No_11359,1835.5740435431517
Order_No_27119,1312.5762695846358
Order_No_22979,1025.0394794161214
Order_No_20357,881.7647134027893
Order_No_11599,2402.220883928436
Order_No_27419,2141.0421528776155
Order_No_28027,1716.4423882297917
Order_No_9240,1144.031905721777
Order_No_10621,2343.775357125437
Order_No_9573,594.82970091711
Order_No_16641,1800.7626804443069
Order_No_17532,2054.2834357780653
Order_No_27475,1368.3934648433033
Order_No_17860,884.1311713532929
Order_No_21510,1241.6804060147026
Order_No_20057,709.0044647721393
Order_No_5742,2942.781627193143
Order_No_12926,1096.4607260515047
Order_No_1100,1299.8780356471937
Order_No_16665,1543.3531622133064
Order_No_3239,594.9197403010152
Order_No_6527,2183.558093729872
Order_No_27436,2988.2197319531815
Order_No_25724,1554.966982117658
Order_No_18565,1554.41158044567
Order_No_13991,1437.4934404095166
Order_No_10370,844.2051249214171
Order_No_20802,2021.8387032062517
Order_No_7216,1341.0641902740047
Order_No_20243,1163.9694597247724
Order_No_963,2119.3747564091036
Order_No_7077,1003.6982299729773
Order_No_15921,1554.991975376789
Order_No_14182,2611.6245304506992
Order_No_2513,1485.1452128443004
Order_No_11162,2024.8209386024564
Order_No_10498,1142.859090687157
Order_No_27109,1738.1346541749406
Order_No_27510,1866.715336674349
Order_No_28242,2117.774892116057
Order_No_5402,1208.282460562738
Order_No_16501,796.2356563252946
Order_No_25394,1949.4106577824944
Order_No_12173,1445.4959462031088
Order_No_3494,1359.8008930809583
Order_No_7796,1155.1282211419546
Order_No_14650,1127.929895753792
Order_No_14378,827.6161773316818
Order_No_9010,1439.608018878867
Order_No_6513,1120.5216899511827
Order_No_5698,621.5118952289021
Order_No_17470,1363.4646317334498
Order_No_17935,1531.1611364917565
