Order_No,Time from Pickup to Arrival
Order_No_19248,1695.6852823221143
Order_No_2699,2764.011080514668
Order_No_21486,1608.1855442157014
Order_No_19336,2120.0939317958646
Order_No_20374,2381.182291735905
Order_No_9830,1376.0885139478735
Order_No_17505,1497.993035405108
Order_No_23802,2465.8556314900434
Order_No_12736,1180.1017314039534
Order_No_6400,2023.6437306199352
Order_No_25920,654.0549403484263
Order_No_24873,1722.6986023517081
Order_No_4511,1313.6337213559968
Order_No_13686,2287.519793274648
Order_No_19317,1548.5099851505008
Order_No_2680,1556.6460420916865
Order_No_7097,1076.9071988197302
Order_No_22701,1176.1412078402413
Order_No_4881,1643.5332604275673
Order_No_6340,1133.943680075222
Order_No_27915,1030.8665029354052
Order_No_768,974.6160145985989
Order_No_28256,1614.8829332584528
Order_No_16940,1775.0314619760834
Order_No_4860,1037.1288309959536
Order_No_19055,1052.2730727410558
Order_No_21272,1270.9321032161297
Order_No_2131,1287.370146402448
Order_No_26647,577.9695835504859
Order_No_15717,1893.3338651302943
Order_No_7499,1236.4243746252637
Order_No_19277,1307.693568519201
Order_No_21254,3392.6024076587028
Order_No_15403,1464.2228739079685
Order_No_3402,2141.074011196645
Order_No_20766,774.672400561642
Order_No_14859,1340.3538291265193
Order_No_7290,1307.3361638564384
Order_No_15168,1446.127761240297
Order_No_13427,1278.2739100059007
Order_No_20894,1641.2575157861968
Order_No_10827,1468.220240077365
Order_No_9447,1426.4953109407797
Order_No_15217,2277.9356086687785
Order_No_2361,1389.2650652902748
Order_No_12210,865.5280574654362
Order_No_15207,2517.5242725013495
Order_No_27745,2064.707762055121
Order_No_18450,1004.4220791572016
Order_No_21282,1331.1217490759968
Order_No_2842,1030.9534513098336
Order_No_22280,1484.44154830388
Order_No_15535,1780.5906519770565
Order_No_382,1058.6081838819105
Order_No_21070,1269.8804259128108
Order_No_2603,2640.4322887364888
Order_No_16558,1153.4051936803316
Order_No_24712,1334.3129403865898
Order_No_26578,2098.231381227415
Order_No_21638,873.2240900355437
Order_No_22046,1046.3432510183022
Order_No_23183,1550.200430903108
Order_No_1786,2569.137012972885
Order_No_17033,1174.0061050781696
Order_No_6084,986.3131336456169
Order_No_5317,1440.9340269680556
Order_No_15332,1242.6439186461698
Order_No_1199,1244.63501600555
Order_No_21864,2372.9608920330384
Order_No_611,2283.0214209663086
Order_No_18430,1964.7640241483327
Order_No_8474,2052.5971284900606
Order_No_6339,1201.6726061924628
Order_No_14947,786.5771364181619
Order_No_16077,1875.5548620299521
Order_No_21778,717.7816953334276
Order_No_19143,1379.9276824093931
Order_No_25000,2564.8823144244107
Order_No_340,1146.6295929192465
Order_No_8955,1602.8998053411813
Order_No_6197,2130.5627225570206
Order_No_1974,3140.9173345740555
Order_No_22457,1838.7394686947732
Order_No_24241,2097.677123918812
Order_No_23433,2674.232914342241
Order_No_21373,1067.6919411349113
Order_No_15311,1203.7904695464958
Order_No_12748,1494.6897980702634
Order_No_11668,1731.9804537309524
Order_No_9978,1795.0649833657346
Order_No_17127,415.1969121558792
Order_No_14906,2846.7457176889084
Order_No_19354,856.0447950967533
Order_No_15209,570.367686116637
Order_No_12025,981.3829740933954
Order_No_26437,1153.3366345596717
Order_No_4137,1033.4545079497925
Order_No_12169,1368.0851108221218
Order_No_104,1054.5178722377632
Order_No_2403,781.653416119661
Order_No_8736,984.977751365632
Order_No_15145,1019.6498384793334
Order_No_25380,1495.1331975913163
Order_No_7545,2464.6705420115486
Order_No_14573,2169.664072277714
Order_No_24305,1344.378748615733
Order_No_23769,1243.6592161780231
Order_No_23205,2207.290466239413
Order_No_20815,980.8879868793368
Order_No_8308,1214.9134703840764
Order_No_20121,1564.0179872776216
Order_No_20598,2035.6582906663793
Order_No_2574,1750.913888095044
Order_No_1601,1293.5757737036718
Order_No_19084,1142.0524796297827
Order_No_23351,987.0835605698378
Order_No_17426,1865.5544877476905
Order_No_3798,1349.0599398918403
Order_No_20354,2644.4001221035496
Order_No_24096,1639.1621143822977
Order_No_21215,1878.7393378264449
Order_No_16573,1230.9355280743252
Order_No_6731,2543.8930643297645
Order_No_3166,2545.3152416243065
Order_No_18679,2036.0350171560233
Order_No_23900,2823.4986731005883
Order_No_18436,1539.5495042951927
Order_No_1450,1122.392759665539
Order_No_9797,2074.5005564889143
Order_No_21124,1476.961467357413
Order_No_27808,1333.5387532659415
Order_No_15877,1051.2408452374937
Order_No_14360,1133.7327643619506
Order_No_6247,1297.1305411393207
Order_No_1823,1844.0772022350582
